date,x,y,blue,green,red,nir,target
2024-01-01,88,53,5452,6395,5128,324,0.0
2024-01-01,89,53,404,2287,5593,1219,0.0
2024-01-01,90,53,492,120,6845,665,0.0
2024-01-01,91,53,3016,3980,4382,5039,0.0
2024-01-01,92,53,1628,9479,1258,4521,0.0
2024-01-01,93,53,4909,3539,8533,480,0.0
2024-01-01,94,53,9401,2289,3006,3075,0.0
2024-01-01,95,53,4470,9594,3586,1480,0.0
2024-01-01,96,53,5301,9325,6756,3231,0.0
2024-01-01,97,53,7876,6001,2026,5328,0.0
2024-01-01,98,53,915,1250,2762,1121,0.0
2024-01-01,99,53,971,2950,2943,3798,0.0
2024-01-01,0,54,6083,8727,4697,6753,0.0
2024-01-01,1,54,5233,3639,5514,2384,0.0
2024-01-01,2,54,9893,386,4544,8456,0.0
2024-01-01,3,54,4471,5040,2674,1428,0.0
2024-01-01,4,54,6962,6913,5996,4918,0.0
2024-01-01,5,54,6542,6105,3920,5322,0.0
2024-01-01,6,54,373,7784,6962,8220,0.0
2024-01-01,7,54,2748,3217,8502,2721,0.0
2024-01-01,8,54,1785,4400,4500,9186,0.0
2024-01-01,9,54,2864,5234,4221,3191,0.0
2024-01-01,10,54,7164,3695,2747,5505,0.0
2024-01-01,11,54,7142,5269,9449,5526,0.0
2024-01-01,12,54,755,157,4882,1213,0.0
2024-01-01,13,54,1982,7785,9412,9413,0.0
2024-01-01,14,54,6846,5257,9463,5749,0.0
2024-01-01,15,54,1738,5783,1881,816,0.0
2024-01-01,16,54,8415,6851,753,5231,0.0
2024-01-01,17,54,174,2037,8965,592,0.0
2024-01-01,18,54,732,6207,5431,2947,0.0
2024-01-01,19,54,1184,3404,4587,8461,0.0
2024-01-01,20,54,9823,4491,7941,1266,0.0
2024-01-01,21,54,6062,2313,771,5074,0.0
2024-01-01,22,54,5608,271,9265,7170,0.0
2024-01-01,23,54,6120,8776,9344,1752,0.0
2024-01-01,24,54,8524,4593,2117,5911,0.0
2024-01-01,25,54,8571,2978,7573,2386,0.0
2024-01-01,26,54,8519,6838,1508,9292,0.0
2024-01-01,27,54,4410,2174,3245,3541,0.0
2024-01-01,28,54,6985,2791,1924,1041,0.0
2024-01-01,29,54,8389,8526,5250,277,0.0
2024-01-01,30,54,1099,7170,6451,2209,0.0
2024-01-01,31,54,6443,643,3286,9925,0.0
2024-01-01,32,54,8708,4153,1211,9688,0.0
2024-01-01,33,54,3229,7299,1139,657,0.0
2024-01-01,34,54,1759,4302,898,2219,0.0
2024-01-01,35,54,3651,2982,7547,4186,0.0
2024-01-01,36,54,6959,7718,7176,5542,0.0
2024-01-01,37,54,5127,9047,4012,4805,0.0
2024-01-01,38,54,9654,718,8777,3279,0.0
2024-01-01,39,54,5007,5277,9193,4300,0.0
2024-01-01,40,54,4830,5039,4482,3405,0.0
2024-01-01,41,54,6132,2893,8775,2350,0.0
2024-01-01,42,54,2765,7348,1080,2024,0.0
2024-01-01,43,54,9496,3882,7685,7268,0.0
2024-01-01,44,54,2667,9016,1222,370,0.0
2024-01-01,45,54,291,7513,7163,1602,0.0
2024-01-01,46,54,7478,2562,8615,6754,0.0
2024-01-01,47,54,9064,244,4211,8557,0.0
2024-01-01,48,54,5031,5567,2814,4164,0.0
2024-01-01,49,54,209,6831,5299,2118,0.0
2024-01-01,50,54,8330,4950,2530,2394,0.0
2024-01-01,51,54,2532,5757,396,2131,0.0
2024-01-01,52,54,2027,5594,5927,2109,0.0
2024-01-01,53,54,5624,8436,9984,2216,0.0
2024-01-01,54,54,5151,8785,4449,8098,0.0
2024-01-01,55,54,9940,8104,3192,9729,0.0
2024-01-01,56,54,3421,721,5654,1523,0.0
2024-01-01,57,54,8162,5107,5008,636,0.0
2024-01-01,58,54,6470,3688,4349,4803,0.0
2024-01-01,59,54,6529,1395,1544,8762,0.0
2024-01-01,60,54,7265,9415,4053,2464,0.0
2024-01-01,61,54,550,2588,4925,3602,0.0
2024-01-01,62,54,5871,4888,2490,6186,0.0
2024-01-01,63,54,8024,2889,5783,4373,0.0
2024-01-01,64,54,6638,4023,9219,5708,0.0
2024-01-01,65,54,9663,6820,6037,6105,0.0
2024-01-01,66,54,8743,1029,1255,395,0.0
2024-01-01,67,54,3065,367,3665,1636,0.0
2024-01-01,68,54,2459,2593,1344,754,0.0
2024-01-01,69,54,5738,182,9452,3114,0.0
2024-01-01,70,54,1846,3141,601,3350,0.0
2024-01-01,71,54,1760,3599,6311,4135,0.0
2024-01-01,72,54,3928,3661,797,4247,0.0
2024-01-01,73,54,1782,2214,5630,9393,0.0
2024-01-01,74,54,6103,9695,6390,8429,0.0
2024-01-01,75,54,9681,8785,9424,7552,0.0
2024-01-01,76,54,3680,9025,5354,6424,0.0
2024-01-01,77,54,3233,3916,8709,4559,0.0
2024-01-01,78,54,2165,8394,63,2316,0.0
2024-01-01,79,54,8204,6046,2385,8176,0.0
2024-01-01,80,54,9550,1758,5581,3895,0.0
2024-01-01,81,54,7471,8186,152,9948,0.0
2024-01-01,82,54,7458,7834,6406,6571,0.0
2024-01-01,83,54,7917,2452,1556,666,0.0
2024-01-01,84,54,7003,4048,7695,9274,0.0
2024-01-01,85,54,1958,9701,1809,7786,0.0
2024-01-01,86,54,1974,8078,5692,6251,0.0
2024-01-01,87,54,682,1781,8817,6143,0.0
2024-01-01,88,54,7089,3654,7625,6524,0.0
2024-01-01,89,54,8700,1378,7764,3620,0.0
2024-01-01,90,54,5218,9222,9355,9809,0.0
2024-01-01,91,54,7893,8744,4418,4948,0.0
2024-01-01,92,54,4785,7266,5014,958,0.0
2024-01-01,93,54,4697,8775,1677,6752,0.0
2024-01-01,94,54,2446,9466,3990,6646,0.0
2024-01-01,95,54,748,9630,6642,9556,0.0
2024-01-01,96,54,5459,4751,9252,7691,0.0
2024-01-01,97,54,1456,2624,5608,2672,0.0
2024-01-01,98,54,7955,5876,5099,8027,0.0
2024-01-01,99,54,2463,907,2002,1110,0.0
2024-01-01,0,55,3748,6786,8242,8495,0.0
2024-01-01,1,55,2087,5799,3287,2127,0.0
2024-01-01,2,55,7069,558,8557,6040,0.0
2024-01-01,3,55,6492,8993,6863,5784,0.0
2024-01-01,4,55,2432,5576,9080,1558,0.0
2024-01-01,5,55,5991,4784,1736,8373,0.0
2024-01-01,6,55,9746,9556,5726,3594,0.0
2024-01-01,7,55,3098,4909,140,2536,0.0
2024-01-01,8,55,6367,4628,4585,4687,0.0
2024-01-01,9,55,6772,387,7152,7518,0.0
2024-01-01,10,55,7377,9119,3824,2765,0.0
2024-01-01,11,55,5556,1441,1356,9568,0.0
2024-01-01,12,55,6470,9248,3757,6605,0.0
2024-01-01,13,55,2652,7147,1186,1499,0.0
2024-01-01,14,55,8459,4848,8563,4294,0.0
2024-01-01,15,55,904,7661,5267,3285,0.0
2024-01-01,16,55,5255,9415,7853,5316,0.0
2024-01-01,17,55,1345,3442,5654,6290,0.0
2024-01-01,18,55,2840,3291,1510,5907,0.0
2024-01-01,19,55,2527,1201,8505,5952,0.0
2024-01-01,20,55,8932,2404,6207,4286,0.0
2024-01-01,21,55,3501,6059,870,6483,0.0
2024-01-01,22,55,9373,738,6616,6279,0.0
2024-01-01,23,55,9593,1777,3479,7910,0.0
2024-01-01,24,55,4924,4287,4471,265,0.0
2024-01-01,25,55,1180,3608,9481,9269,0.0
2024-01-01,26,55,5405,9998,5295,6646,0.0
2024-01-01,27,55,6416,4919,118,6015,0.0
2024-01-01,28,55,3586,5678,6016,9911,0.0
2024-01-01,29,55,8407,2402,8645,4187,0.0
2024-01-01,30,55,4404,4081,3685,2552,0.0
2024-01-01,31,55,4189,8299,1542,2697,0.0
2024-01-01,32,55,7858,2519,6482,9063,0.0
2024-01-01,33,55,5715,1617,3935,2803,0.0
2024-01-01,34,55,9185,5724,9076,4485,0.0
2024-01-01,35,55,2294,3977,4247,6353,0.0
2024-01-01,36,55,7487,5943,7616,8390,0.0
2024-01-01,37,55,6304,7056,2350,1588,0.0
2024-01-01,38,55,8460,4166,8936,9299,0.0
2024-01-01,39,55,1882,5369,7325,9574,0.0
2024-01-01,40,55,4642,5017,7043,1338,0.0
2024-01-01,41,55,9473,2100,6983,578,0.0
2024-01-01,42,55,233,970,772,6911,0.0
2024-01-01,43,55,410,4270,1769,6901,0.0
2024-01-01,44,55,2301,3956,4766,1545,0.0
2024-01-01,45,55,599,8464,8867,6821,0.0
2024-01-01,46,55,388,9307,2313,8893,0.0
2024-01-01,47,55,4435,3131,738,8873,0.0
2024-01-01,48,55,2644,4044,5851,3179,0.0
2024-01-01,49,55,3368,6377,6092,8901,0.0
2024-01-01,50,55,6537,3636,6655,4351,0.0
2024-01-01,51,55,3083,1558,4577,1791,0.0
2024-01-01,52,55,8153,5862,6620,296,0.0
2024-01-01,53,55,2777,8389,9456,808,0.0
2024-01-01,54,55,7958,3857,7443,7300,0.0
2024-01-01,55,55,8323,3305,2537,8781,0.0
2024-01-01,56,55,7475,4011,3009,7728,0.0
2024-01-01,57,55,994,6208,7172,9372,0.0
2024-01-01,58,55,1599,3669,7238,333,0.0
2024-01-01,59,55,8306,5599,7710,1337,0.0
2024-01-01,60,55,6626,3213,7934,9872,0.0
2024-01-01,61,55,4365,6291,2592,6788,0.0
2024-01-01,62,55,8758,3860,2141,7790,0.0
2024-01-01,63,55,4803,9918,4437,7430,0.0
2024-01-01,64,55,7627,4578,4355,1733,0.0
2024-01-01,65,55,5117,7308,8869,7070,0.0
2024-01-01,66,55,9711,787,7042,4727,0.0
2024-01-01,67,55,4681,3225,8259,7021,0.0
2024-01-01,68,55,7553,5128,5950,8823,0.0
2024-01-01,69,55,217,5161,6602,7481,0.0
2024-01-01,70,55,7415,2386,3507,9172,0.0
2024-01-01,71,55,368,932,534,130,0.0
2024-01-01,72,55,124,7918,4850,1543,0.0
2024-01-01,73,55,5437,1934,9106,3920,0.0
2024-01-01,74,55,4336,4734,3934,7676,0.0
2024-01-01,75,55,4405,2551,5701,1768,0.0
2024-01-01,76,55,8075,6509,8079,2900,0.0
2024-01-01,77,55,9716,133,4598,3908,0.0
2024-01-01,78,55,8291,3878,7138,7063,0.0
2024-01-01,79,55,6476,6882,4948,8441,0.0
2024-01-01,80,55,978,7450,134,2364,0.0
2024-01-01,81,55,9986,8502,2160,2534,0.0
2024-01-01,82,55,4820,7440,4972,342,0.0
2024-01-01,83,55,1595,2446,4226,9016,0.0
2024-01-01,84,55,4531,4069,8989,8791,0.0
2024-01-01,85,55,5539,9076,3553,6756,0.0
2024-01-01,86,55,2960,6976,9294,2132,0.0
2024-01-01,87,55,9302,4094,5609,1667,0.0
2024-01-01,88,55,7557,5408,9116,8609,0.0
2024-01-01,89,55,6688,8327,9685,329,0.0
2024-01-01,90,55,6032,2640,7169,7787,0.0
2024-01-01,91,55,9554,1272,2191,4895,0.0
2024-01-01,92,55,9382,160,4060,2996,0.0
2024-01-01,93,55,5563,5291,9598,8646,0.0
2024-01-01,94,55,3610,2603,228,9249,0.0
2024-01-01,95,55,6889,8143,864,9075,0.0
2024-01-01,96,55,3203,1412,1782,2105,0.0
2024-01-01,97,55,6694,5700,5513,6153,0.0
2024-01-01,98,55,559,3928,666,1429,0.0
2024-01-01,99,55,3348,1853,4138,5563,0.0
2024-01-01,0,56,9886,5460,3379,4632,0.0
2024-01-01,1,56,9249,7619,3444,686,0.0
2024-01-01,2,56,4275,8250,3091,9234,0.0
2024-01-01,3,56,47,2356,7565,406,0.0
2024-01-01,4,56,2196,9403,6536,8680,0.0
2024-01-01,5,56,144,441,6963,8946,0.0
2024-01-01,6,56,451,2886,1659,9630,0.0
2024-01-01,7,56,8705,9071,6958,3610,0.0
2024-01-01,8,56,6708,8876,6184,518,0.0
2024-01-01,9,56,6633,8468,255,4303,0.0
2024-01-01,10,56,4576,7107,7372,6420,0.0
2024-01-01,11,56,1949,5537,5120,7106,0.0
2024-01-01,12,56,5755,3305,4253,3778,0.0
2024-01-01,13,56,6945,39,6416,8112,0.0
2024-01-01,14,56,6932,2039,4307,3609,0.0
2024-01-01,15,56,6601,5327,7911,946,0.0
2024-01-01,16,56,381,7757,4241,5132,0.0
2024-01-01,17,56,6434,2758,6041,5244,0.0
2024-01-01,18,56,3905,3755,2585,7096,0.0
2024-01-01,19,56,2612,5310,244,5560,0.0
2024-01-01,20,56,6043,2051,2059,3105,0.0
2024-01-01,21,56,9957,7543,5232,5316,0.0
2024-01-01,22,56,5228,4185,9842,4844,0.0
2024-01-01,23,56,5699,2343,3124,6640,0.0
2024-01-01,24,56,1434,1130,1669,9048,0.0
2024-01-01,25,56,6654,4011,9433,3553,0.0
2024-01-01,26,56,1114,702,8632,3901,0.0
2024-01-01,27,56,3123,9130,441,4242,0.0
2024-01-01,28,56,3704,6415,889,5996,0.0
2024-01-01,29,56,8065,9371,8862,2519,0.0
2024-01-01,30,56,8141,5278,7207,3489,0.0
2024-01-01,31,56,7072,2612,3617,6446,0.0
2024-01-01,32,56,394,1046,8174,4294,0.0
2024-01-01,33,56,6453,7965,9993,9662,0.0
2024-01-01,34,56,7841,3573,4725,530,0.0
2024-01-01,35,56,3301,7441,4449,3930,0.0
2024-01-01,36,56,2436,620,744,2276,0.0
2024-01-01,37,56,7738,3350,4136,7476,0.0
2024-01-01,38,56,751,6344,192,551,0.0
2024-01-01,39,56,9978,3569,4699,9744,0.0
2024-01-01,40,56,453,8715,8117,6436,0.0
2024-01-01,41,56,3424,3358,234,6533,0.0
2024-01-01,42,56,946,6404,202,1066,0.0
2024-01-01,43,56,8889,1316,997,6768,0.0
2024-01-01,44,56,9295,1857,9451,5385,0.0
2024-01-01,45,56,4024,5960,4813,6168,0.0
2024-01-01,46,56,4693,716,4425,7127,0.0
2024-01-01,47,56,6346,1259,6737,1456,0.0
2024-01-01,48,56,996,5073,7099,7907,0.0
2024-01-01,49,56,1850,9882,8826,7181,0.0
2024-01-01,50,56,5604,733,6008,6625,0.0
2024-01-01,51,56,6448,4449,9921,6240,0.0
2024-01-01,52,56,950,8496,589,2902,0.0
2024-01-01,53,56,9753,2418,9018,5881,0.0
2024-01-01,54,56,3558,4173,3841,9108,0.0
2024-01-01,55,56,4870,1957,9878,5148,0.0
2024-01-01,56,56,3329,7228,5454,8683,0.0
2024-01-01,57,56,5308,6544,1532,7261,0.0
2024-01-01,58,56,5388,263,8660,8905,0.0
2024-01-01,59,56,7483,8243,523,1744,0.0
2024-01-01,60,56,9489,2394,2294,3795,0.0
2024-01-01,61,56,80,1136,237,4158,0.0
2024-01-01,62,56,4825,4585,1284,8229,0.0
2024-01-01,63,56,6228,1395,4744,6939,0.0
2024-01-01,64,56,5194,2985,9781,2944,0.0
2024-01-01,65,56,7754,3679,1428,3902,0.0
2024-01-01,66,56,6186,1743,1576,4884,0.0
2024-01-01,67,56,8472,8160,5801,3692,0.0
2024-01-01,68,56,7173,6239,7585,6635,0.0
2024-01-01,69,56,3169,9810,7519,7089,0.0
2024-01-01,70,56,9643,4589,8426,8995,0.0
2024-01-01,71,56,971,586,9332,3499,0.0
2024-01-01,72,56,6203,9163,2022,1834,0.0
2024-01-01,73,56,688,3239,8957,2464,0.0
2024-01-01,74,56,8517,8945,2865,5602,0.0
2024-01-01,75,56,5961,2243,3922,7319,0.0
2024-01-01,76,56,4739,9922,8233,4549,0.0
2024-01-01,77,56,1446,212,1914,6075,0.0
2024-01-01,78,56,9857,6427,2724,7346,0.0
2024-01-01,79,56,6591,4394,2747,2143,0.0
2024-01-01,80,56,2531,8611,6292,6303,0.0
2024-01-01,81,56,1547,2144,558,3265,0.0
2024-01-01,82,56,3034,2017,4266,7209,0.0
2024-01-01,83,56,3321,6968,3863,4979,0.0
2024-01-01,84,56,1300,1298,8967,1846,0.0
2024-01-01,85,56,3070,4298,435,758,0.0
2024-01-01,86,56,2986,6863,3113,3129,0.0
2024-01-01,87,56,9273,9597,2739,6161,0.0
2024-01-01,88,56,648,5473,8400,9944,0.0
2024-01-01,89,56,4617,1022,2260,8356,0.0
2024-01-01,90,56,9995,3715,2638,1843,0.0
2024-01-01,91,56,2516,9842,9429,1702,0.0
2024-01-01,92,56,4168,4690,2410,934,0.0
2024-01-01,93,56,7661,272,5480,1338,0.0
2024-01-01,94,56,7965,4715,9226,647,0.0
2024-01-01,95,56,8207,4279,2861,6707,0.0
2024-01-01,96,56,3431,9790,2056,5057,0.0
2024-01-01,97,56,1519,962,2773,6512,0.0
2024-01-01,98,56,180,3731,7685,9112,0.0
2024-01-01,99,56,4385,8771,3858,4861,0.0
2024-01-01,0,57,2473,1836,9773,4765,0.0
2024-01-01,1,57,1664,46,7254,1269,0.0
2024-01-01,2,57,4004,5099,9583,4941,0.0
2024-01-01,3,57,5076,7878,5837,9704,0.0
2024-01-01,4,57,3294,5993,6763,3134,0.0
2024-01-01,5,57,3449,7240,7923,3489,0.0
2024-01-01,6,57,5816,7997,8304,6682,0.0
2024-01-01,7,57,540,9448,6698,4110,0.0
2024-01-01,8,57,4618,1433,8128,5860,0.0
2024-01-01,9,57,5214,9285,5943,8030,0.0
2024-01-01,10,57,7286,1271,3840,40,0.0
2024-01-01,11,57,8203,6001,9815,8518,0.0
2024-01-01,12,57,7602,497,4850,9682,0.0
2024-01-01,13,57,9794,5140,9680,5445,0.0
2024-01-01,14,57,3440,597,9018,2358,0.0
2024-01-01,15,57,954,23,2603,5992,0.0
2024-01-01,16,57,5209,1718,6716,7681,0.0
2024-01-01,17,57,2450,7187,3300,1215,0.0
2024-01-01,18,57,8873,4856,8043,9074,0.0
2024-01-01,19,57,5400,5058,55,5163,0.0
2024-01-01,20,57,662,4562,8213,4286,0.0
2024-01-01,21,57,291,4851,6730,5549,0.0
2024-01-01,22,57,9647,2554,5319,6732,0.0
2024-01-01,23,57,8204,6300,726,3431,0.0
2024-01-01,24,57,5069,1021,7442,4956,0.0
2024-01-01,25,57,2257,6247,6065,5737,0.0
2024-01-01,26,57,7489,4557,4287,6848,0.0
2024-01-01,27,57,1489,3899,1600,1959,0.0
2024-01-01,28,57,6098,7280,1435,3581,0.0
2024-01-01,29,57,9953,7586,4746,7979,0.0
2024-01-01,30,57,3707,5290,1462,4796,0.0
2024-01-01,31,57,7701,6716,2933,1442,0.0
2024-01-01,32,57,4386,5840,4002,3837,0.0
2024-01-01,33,57,5995,8257,9688,3118,0.0
2024-01-01,34,57,8302,6509,7636,1573,0.0
2024-01-01,35,57,2495,810,9719,2318,0.0
2024-01-01,36,57,866,3279,3896,2742,0.0
2024-01-01,37,57,75,2226,6621,8813,0.0
2024-01-01,38,57,9463,3726,3205,5993,0.0
2024-01-01,39,57,9675,3605,4686,4675,0.0
2024-01-01,40,57,6992,7195,2166,8362,0.0
2024-01-01,41,57,187,4589,1498,3127,0.0
2024-01-01,42,57,4202,6734,377,5886,0.0
2024-01-01,43,57,939,9761,9226,7653,0.0
2024-01-01,44,57,3719,2565,8226,7662,0.0
2024-01-01,45,57,7805,9149,2340,3630,0.0
2024-01-01,46,57,5312,4798,3479,8318,0.0
2024-01-01,47,57,2747,1675,3189,1481,0.0
2024-01-01,48,57,4951,5509,3661,5687,0.0
2024-01-01,49,57,9925,7691,4692,3386,0.0
2024-01-01,50,57,8597,1194,8082,1607,0.0
2024-01-01,51,57,6366,8963,2786,3534,0.0
2024-01-01,52,57,7528,1598,1292,4054,0.0
2024-01-01,53,57,8128,1763,7109,4616,0.0
2024-01-01,54,57,6458,335,8523,4165,0.0
2024-01-01,55,57,1603,674,664,7181,0.0
2024-01-01,56,57,8521,1994,7073,8544,0.0
2024-01-01,57,57,6536,1054,5399,7558,0.0
2024-01-01,58,57,225,3921,4391,1260,0.0
2024-01-01,59,57,1014,3610,314,6766,0.0
2024-01-01,60,57,8637,6849,8717,3605,0.0
2024-01-01,61,57,5460,7236,1729,3808,0.0
2024-01-01,62,57,7830,6154,7885,969,0.0
2024-01-01,63,57,8102,3452,7308,4290,0.0
2024-01-01,64,57,5417,7927,1678,3919,0.0
2024-01-01,65,57,5691,9345,8207,4977,0.0
2024-01-01,66,57,5941,7340,3461,7736,0.0
2024-01-01,67,57,3219,725,8051,9632,0.0
2024-01-01,68,57,9181,5110,333,2073,0.0
2024-01-01,69,57,99,1775,7132,3626,0.0
2024-01-01,70,57,9325,7719,6221,4789,0.0
2024-01-01,71,57,4980,7947,608,152,0.0
2024-01-01,72,57,4449,8941,1450,6925,0.0
2024-01-01,73,57,3755,6596,7067,7966,0.0
2024-01-01,74,57,339,9985,8371,6822,0.0
2024-01-01,75,57,5690,4274,2875,5915,0.0
2024-01-01,76,57,7530,1765,8438,1235,0.0
2024-01-01,77,57,4402,216,8763,7057,0.0
2024-01-01,78,57,1399,7224,896,7081,0.0
2024-01-01,79,57,2299,5943,766,8765,0.0
2024-01-01,80,57,8549,6407,962,2949,0.0
2024-01-01,81,57,2796,7520,8965,1785,0.0
2024-01-01,82,57,2207,2183,9688,7213,0.0
2024-01-01,83,57,1414,6544,7145,2034,0.0
2024-01-01,84,57,6489,9548,6513,3593,0.0
2024-01-01,85,57,5464,4332,8211,6690,0.0
2024-01-01,86,57,8989,2731,4433,6903,0.0
2024-01-01,87,57,4850,7988,2263,5653,0.0
2024-01-01,88,57,5746,7834,6385,1123,0.0
2024-01-01,89,57,5306,1004,8143,957,0.0
2024-01-01,90,57,5733,5567,3482,3241,0.0
2024-01-01,91,57,171,4951,4782,796,0.0
2024-01-01,92,57,2120,317,5822,5354,0.0
2024-01-01,93,57,347,3737,4046,8553,0.0
2024-01-01,94,57,2120,960,6,3452,0.0
2024-01-01,95,57,2262,4317,5653,3677,0.0
2024-01-01,96,57,6262,3286,8523,1124,0.0
2024-01-01,97,57,113,2454,5771,4304,0.0
2024-01-01,98,57,255,9589,2289,6930,0.0
2024-01-01,99,57,3612,3005,5506,6914,0.0
2024-01-01,0,58,2909,6550,1629,2320,0.0
2024-01-01,1,58,8735,6224,3774,4845,0.0
2024-01-01,2,58,9762,7781,5982,9183,0.0
2024-01-01,3,58,9639,5957,8426,3365,0.0
2024-01-01,4,58,7220,3125,1849,5005,0.0
2024-01-01,5,58,924,3850,5638,7340,0.0
2024-01-01,6,58,9693,495,9305,1388,0.0
2024-01-01,7,58,9096,3257,895,4564,0.0
2024-01-01,8,58,5108,9755,328,6686,0.0
2024-01-01,9,58,619,5733,2492,5684,0.0
2024-01-01,10,58,9704,4440,9623,2777,0.0
2024-01-01,11,58,8858,322,2706,7100,0.0
2024-01-01,12,58,2781,4979,3642,5009,0.0
2024-01-01,13,58,75,8034,1579,4802,0.0
2024-01-01,14,58,232,1250,947,4303,0.0
2024-01-01,15,58,2768,4418,527,938,0.0
2024-01-01,16,58,8326,208,6832,5422,0.0
2024-01-01,17,58,7238,4535,2176,3005,0.0
2024-01-01,18,58,977,5415,8716,8427,0.0
2024-01-01,19,58,9460,3442,3953,7872,0.0
2024-01-01,20,58,6082,2418,7941,3656,0.0
2024-01-01,21,58,4070,9650,1084,4894,0.0
2024-01-01,22,58,8968,3468,5062,7791,0.0
2024-01-01,23,58,2167,5485,2642,575,0.0
2024-01-01,24,58,9927,7637,4304,5157,0.0
2024-01-01,25,58,3954,9965,6037,413,0.0
2024-01-01,26,58,8176,6235,9818,9405,0.0
2024-01-01,27,58,8957,1164,5684,6518,0.0
2024-01-01,28,58,67,8061,7274,8479,0.0
2024-01-01,29,58,5733,1311,8762,8884,0.0
2024-01-01,30,58,1455,7615,9133,3990,0.0
2024-01-01,31,58,386,4591,7398,9185,0.0
2024-01-01,32,58,7567,555,5824,138,0.0
2024-01-01,33,58,1418,7197,4797,8445,0.0
2024-01-01,34,58,7071,6897,4494,3281,0.0
2024-01-01,35,58,5859,8020,3384,171,0.0
2024-01-01,36,58,5264,6446,7576,477,0.0
2024-01-01,37,58,8706,6408,7216,2105,0.0
2024-01-01,38,58,5685,4705,2978,8754,0.0
2024-01-01,39,58,6770,4163,3269,1191,0.0
2024-01-01,40,58,3411,5800,1192,6981,0.0
2024-01-01,41,58,9199,4712,5831,3497,0.0
2024-01-01,42,58,9557,2220,2913,3703,0.0
2024-01-01,43,58,4801,9993,2479,9897,0.0
2024-01-01,44,58,387,1565,6403,2522,0.0
2024-01-01,45,58,3818,918,374,5549,0.0
2024-01-01,46,58,3597,8458,3408,1482,0.0
2024-01-01,47,58,7116,7342,6081,2582,0.0
2024-01-01,48,58,8537,2055,3320,8701,0.0
2024-01-01,49,58,4718,5591,699,9162,0.0
2024-01-01,50,58,3394,3679,5602,5802,0.0
2024-01-01,51,58,4119,7867,8747,2029,0.0
2024-01-01,52,58,2387,7750,9612,8110,0.0
2024-01-01,53,58,1141,3465,2042,6701,0.0
2024-01-01,54,58,7682,3702,8308,8922,0.0
2024-01-01,55,58,2920,3386,8851,8344,0.0
2024-01-01,56,58,2855,6080,992,7003,0.0
2024-01-01,57,58,4077,9429,1995,8482,0.0
2024-01-01,58,58,5269,8960,6731,2569,0.0
2024-01-01,59,58,7742,7477,319,8012,0.0
2024-01-01,60,58,2699,9438,9728,7477,0.0
2024-01-01,61,58,2231,5595,8094,7369,0.0
2024-01-01,62,58,6678,655,5004,8551,0.0
2024-01-01,63,58,2399,6434,9914,9496,0.0
2024-01-01,64,58,9004,1681,5258,5917,0.0
2024-01-01,65,58,6718,5641,4338,143,0.0
2024-01-01,66,58,9140,8463,4182,3480,0.0
2024-01-01,67,58,3666,4021,2197,708,0.0
2024-01-01,68,58,5141,6093,3521,6425,0.0
2024-01-01,69,58,4376,5097,6946,7264,0.0
2024-01-01,70,58,2456,7971,6727,296,0.0
2024-01-01,71,58,697,3158,2433,9821,0.0
2024-01-01,72,58,640,7390,3396,2158,0.0
2024-01-01,73,58,7975,7714,1715,5921,0.0
2024-01-01,74,58,4857,3844,8536,3139,0.0
2024-01-01,75,58,3043,5111,3546,622,0.0
2024-01-01,76,58,4503,8877,2485,4084,0.0
2024-01-01,77,58,6253,2261,4753,2931,0.0
2024-01-01,78,58,3048,6621,826,5800,0.0
2024-01-01,79,58,2867,2918,2678,7100,0.0
2024-01-01,80,58,994,4313,5566,8604,0.0
2024-01-01,81,58,6841,5975,9839,4909,0.0
2024-01-01,82,58,7087,977,9782,6286,0.0
2024-01-01,83,58,3106,3543,1651,6451,0.0
2024-01-01,84,58,8601,3066,2084,5437,0.0
2024-01-01,85,58,9862,4934,3335,6161,0.0
2024-01-01,86,58,6270,9971,8242,5046,0.0
2024-01-01,87,58,5511,453,2296,6016,0.0
2024-01-01,88,58,1745,5459,6118,685,0.0
2024-01-01,89,58,8818,1644,9504,8142,0.0
2024-01-01,90,58,2193,4193,8606,7712,0.0
2024-01-01,91,58,1410,9109,9234,3611,0.0
2024-01-01,92,58,2473,3428,9938,46,0.0
2024-01-01,93,58,6981,401,1409,5882,0.0
2024-01-01,94,58,4142,6088,8458,850,0.0
2024-01-01,95,58,8754,76,2517,82,0.0
2024-01-01,96,58,8390,8356,3476,1229,0.0
2024-01-01,97,58,3758,8265,4764,8094,0.0
2024-01-01,98,58,50,2796,3122,7375,0.0
2024-01-01,99,58,1369,8968,5673,7464,0.0
2024-01-01,0,59,7520,6727,7676,1506,0.0
2024-01-01,1,59,3094,5739,3813,5160,0.0
2024-01-01,2,59,2319,5450,3049,6118,0.0
2024-01-01,3,59,2468,2053,9882,2865,0.0
2024-01-01,4,59,3322,6030,4751,3676,0.0
2024-01-01,5,59,9948,1329,9763,3106,0.0
2024-01-01,6,59,179,7683,5620,5361,0.0
2024-01-01,7,59,9112,1207,9779,5322,0.0
2024-01-01,8,59,4284,8043,6430,7058,0.0
2024-01-01,9,59,4479,2966,4864,7677,0.0
2024-01-01,10,59,8656,3918,9560,6111,0.0
2024-01-01,11,59,1755,8809,9660,8472,0.0
2024-01-01,12,59,5566,263,6841,5449,0.0
2024-01-01,13,59,7236,4090,7952,6204,0.0
